Model,Version,Transmission,Adjustment
2012,EX 2WD 5PTS 2.4L 4CIL 177HP AUT,AUT,9.84
2012,EX 4PTS 1.5L 4CIL 118HP AUT,AUT,12.05
2012,EX 4PTS 1.5L 4CIL 118HP MAN,MAN,12.02
2012,EX 4WD 5PTS 3.5L 6CIL 253HP AUT,AUT,6.6
2012,EX 5PTS 1.5L 4CIL 118HP AUT,AUT,12.1
2012,EX 5PTS 1.5L 4CIL 118HP MAN,MAN,11.79
2012,EX L SEDAN 4PTS 2.4L 4CIL 191HP AUT,AUT,10.58
2012,EX L SEDAN 4PTS 3.5L 6CIL 271HP AUT,AUT,9.21
2012,EX-L 4WD 5PTS 2.4L 4CIL 177HP AUT,AUT,9.84
2012,EXL 5PTS 3.5L 6CIL 250HP AUT,AUT,7.19
2012,EXT AWD 4PTS 6.2L 8CIL 403HP AUT,AUT,5.82
2012,FLYING SPUR 4X4 4PTS 6.0L 12CIL 567HP TIP DOBLE TURBO QUATTRO,TIP,3.72
2012,FLYING SPUR 4X4 4PTS 6.0L 12CIL 600HP TIP DOBLE TURBO QUATTRO,TIP,3.72
2012,FR 5PTS 2.0L 4CIL 211HP DSG FSI TURBO,DSG,10.25
2012,FR 5PTS 2.0L 4CIL 211HP MAN FSI TURBO,MAN,10.34
2012,FWD 4/5PTS 2.0L 4CIL 220HP AUT TURBO,AUT,9.25
2012,FWD 4/5PTS 2.0L 4CIL 220HP MAN TURBO,MAN,9.25
2012,FWD 4PTS 2.0L 4CIL 220HP AUT TURBO,AUT,8.21
2012,FWD 4PTS 2.0L 4CIL 220HP MAN TURBO,MAN,8.21
2012,FWD 4PTS 3.7L 6CIL 273HP AUT,AUT,7.98
2012,GLI 4PTS 1.8L 4CIL 180HP MAN TURBO,MAN,10.84
2012,GLI 4PTS 1.8L 4CIL 180HP TIP TURBO,AUT,9.33
2012,GLS 4PTS 2.4L 4CIL 180HP CVT,CVT,10.53
2012,GP 5PTS 2.0L 4CIL 200HP TIP 4MOTION FSI TURBO,TIP,9.02
2012,GP 5PTS 2.0L 4CIL 200HP TIP FSI TURBO,TIP,9.02
2012,GRAN TURISMO 4PTS 3.0L 6CIL 306HP AUT TURBO,AUT,8.61
2012,GRAN TURISMO 4PTS 4.4L 8CIL 407HP AUT BITURBO,AUT,6.87
2012,GS 4PTS 1.6L 4CIL 105HP MAN,MAN,12.96
2012,GS 4PTS 1.6L 4CIL 105HP MAN DH,MAN,12.18
2012,GT 4X4 2PTS 6.0L 12CIL 567HP TIP DOBLE TURBO QUATTRO,TIP,3.72
2012,GT 4X4 2PTS 6.0L 12CIL 600HP TIP DOBLE TURBO QUATTRO,TIP,3.72
2012,GT2 RS 2PTS 3.6L 6CIL 620HP MAN BITURBO,MAN,5.45
2012,GT3 2PTS 3.8L 6CIL 450HP MAN,MAN,5.93
2012,GT3 2PTS 4.0L 6CIL 500HP MAN,MAN,6.61
2012,GTC 4X4 2PTS 6.0L 12CIL 567HP TIP DOBLE TURBO QUATTRO,TIP,3.72
2012,GTC 4X4 2PTS 6.0L 12CIL 600HP TIP DOBLE TURBO QUATTRO,TIP,3.72
2012,GTI 35 3PTS 2.0L 4CIL 235HP DSG FSI TURBO,DSG,7.81
2012,GTI 35 3PTS 2.0L 4CIL 235HP MAN FSI TURBO,MAN,8.26
2012,GTI 3PTS 2.0L 4CIL 211HP DSG FSI TURBO,DSG,8.97
2012,GTI 3PTS 2.0L 4CIL 211HP MAN FSI TURBO,MAN,10.91
2012,GTS 4PTS 2.4L 4CIL 168HP CVT,CVT,7.43
2012,GTS 4X4 5PTS 4.8L 8CIL 405HP TIP QUATTRO,TIP,4.71
2012,HATCHBACK 3PTS 1.4L 4CIL 135HP AUT,AUT,13.68
2012,HATCHBACK 3PTS 1.4L 4CIL 170HP MAN TURBO,MAN,12.41
2012,HATCHBACK 3PTS 1.6L 4CIL 100HP AUT,AUT,10.91
2012,HATCHBACK 3PTS 1.6L 4CIL 100HP MAN,MAN,12.37
2012,HATCHBACK 5PTS 1.1L 4CIL 66HP MAN,MAN,16.15
2012,HATCHBACK 5PTS 1.4L 4CIL 170HP MAN,MAN,12.83
2012,HATCHBACK 5PTS 1.4L 4CIL 94HP AUT,AUT,12.36
2012,HATCHBACK 5PTS 1.4L 4CIL 94HP MAN,MAN,13.61
2012,HATCHBACK 5PTS 1.5L 4CIL 102HP AUT,AUT,10.43
2012,HATCHBACK 5PTS 1.5L 4CIL 102HP MAN,MAN,11.5
2012,HATCHBACK 5PTS 1.5L 4CIL 106HP AUT,AUT,13.54
2012,HATCHBACK 5PTS 1.5L 4CIL 106HP MAN,MAN,13.54
2012,HATCHBACK 5PTS 1.6L 4CIL 101HP MAN,MAN,12.61
2012,HATCHBACK 5PTS 1.6L 4CIL 112HP AUT,AUT,11.22
2012,HATCHBACK 5PTS 1.6L 4CIL 119HP MAN,MAN,12.55
2012,HATCHBACK 5PTS 1.8L 4CIL 125HP AUT,AUT,11.2
2012,HATCHBACK 5PTS 1.8L 4CIL 125HP MAN,MAN,11.1
2012,HATCHBACK 5PTS 1.8L 4CIL 235HP MAN TURBO,MAN,9.7
2012,HATCHBACK 5PTS 2.0L 4CIL 160HP AUT,AUT,13.41
2012,HATCHBACK 5PTS 2.0L 4CIL 160HP MAN,MAN,12.55
2012,HATCHBACK 5PTS 2.3L 4CIL 263HP MAN TURBO,MAN,8.61
2012,HATCHBACK 5PTS 2.5L 4CIL 167HP AUT,AUT,10.15
2012,HATCHBACK 5PTS 2.5L 4CIL 167HP MAN,MAN,9.21
2012,HIBRIDA 4X4 5PTS 3.0L 6CIL 333HP TIP 4MOTION,TIP,9.5
2012,HÍBRIDO 4PTS 1.5L 4CIL 90HP CVT,CVT,18.32
2012,HIBRIDO 4PTS 1.8L 4CIL 98HP CVT,CVT,15.82
2012,HSE 5PTS 5.0L 8CIL 375HP AUT,AUT,5.57
2012,HYBRID 4PTS 2.5L 4CIL 156HP CVT,CVT,17.26
2012,IKON HATCHBACK 5PTS 1.6L 4CIL 101HP MAN,MAN,15.43
2012,IKON SEDAN 4PTS 1.6L 4CIL 95HP MAN,MAN,10.02
2012,IKON SEDAN 4PTS 1.6L 4CIL 96HP AUT,AUT,9.33
2012,INTERCEPTOR (POLICIA) 4PTS 4.6L 8CIL 220HP AUT,AUT,7.14
2012,JOHN COOPER WORKS 3PTS 1.6L 4CIL 211HP MAN,MAN,10.8
2012,JOHN COOPER WORKS CABRIO 2PTS 1.6L 4CIL 211HP AUT TURBO,AUT,10.49
2012,JOHN COOPER WORKS COUPÉ 3PTS 1.6L 4CIL 211HP MAN,MAN,10.68
2012,L 4PTS 5.5L 12CIL 510HP AUT TURBO,AUT,5.11
2012,L 4X2 5PTS 5.4L 8CIL 300HP AUT,AUT,4.73
2012,L AMG 4PTS 5.5L 8CIL 536HP AUT TURBO,AUT,7.43
2012,L AMG 4PTS 6.0L 12CIL 621HP AUT TURBO,AUT,5.41
2012,L CGI 4PTS 3.5L 6CIL 302HP AUT,AUT,8.42
2012,L CGI 4PTS 4.7L 8CIL 429HP AUT TURBO,AUT,7.32
2012,LIMITED 4PTS 3.6L 6CIL 283HP AUT,AUT,9.29
2012,LT 2PTS 3.6L 6CIL 312HP AUT,AUT,9.31
2012,LX 2WD 5PTS 2.4L 4CIL 177HP AUT,AUT,9.84
2012,LX 4PTS 1.5L 4CIL 118HP AUT,AUT,12.05
2012,LX 4PTS 1.5L 4CIL 118HP MAN,MAN,12.02
2012,LX 5PTS 1.5L 4CIL 118HP AUT,AUT,12.1
2012,LX 5PTS 1.5L 4CIL 118HP MAN,MAN,11.79
2012,LX 5PTS 3.5L 6CIL 250HP AUT,AUT,7.19
2012,LX SEDAN 4PTS 2.4L 4CIL 178HP AUT,AUT,10.13
2012,M 5PTS 4.4L 8CIL 555HP AUT BITURBO,AUT,11.44
2012,MAX 5PTS 5.4L 8CIL 300HP AUT,AUT,5.77
2012,MAYA 5PTS 1.6L 4CIL 110HP MAN,MAN,11.6
2012,MICRO HBRID DRIVE 3PTS 1.0L 3CIL 69HP AUT,AUT,18.62
2012,MKVI 4PTS 2.5L 5CIL 170HP DSG,AUT,10.05
2012,MKVI 4PTS 2.5L 5CIL 170HP MAN,MAN,10.76
2012,MKVI GLI 4PTS 2.0L 4CIL 200HP DSG TFSI TURBO,AUT,10.57
2012,MKVI GLI 4PTS 2.0L 4CIL 200HP MAN TFSI TURBO,MAN,11.45
2012,MKVI TDI 4PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,AUT,12.99
2012,MKVI TDI 4PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,MAN,13.38
2012,ORIGIN 5PTS 1.6L 4CIL 110HP MAN,MAN,11.6
2012,PANEL 4PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,MAN,10.45
2012,PASAJEROS 4PTS 2.5L 4CIL 144HP MAN,MAN,6.35
2012,PASAJEROS CORTO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,MAN,10.29
2012,PASAJEROS LARGO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,MAN,10.29
2012,PLATINUM AWD 5PTS 6.2L 8CIL 403HP AUT,AUT,5.82
2012,PORTFOLIO S/C SWB 4PTS 5.0L 8CIL 465HP AUT,AUT,6.23
2012,PREMIUM LUXURY LWB 4PTS 5.0L 8CIL 380HP AUT,AUT,6.62
2012,R 4PTS 5.0L 8CIL 510HP AUT,AUT,6.18
2012,R/T 2PTS 5.7L 8CIL 372HP AUT,AUT,7.1
2012,R/T 4PTS 5.7L 8CIL 370HP AUT,AUT,6.55
2012,R/T 5PTS 3.6L 6CIL 283HP AUT,AUT,7.45
2012,ROADSTER 2PTS 1.6L 4CIL 184HP AUT TURBO,AUT,11.27
2012,ROADSTER 2PTS 1.6L 4CIL 184HP MAN TURBO,MAN,12.72
2012,ROADSTER 2PTS 2.0L 4CIL 211HP S TRONIC FRONT TURBO,S TRONIC,10.09
2012,ROADSTER 2PTS 5.5L 12CIL 510HP AUT TURBO,AUT,5.56
2012,ROADSTER 2PTS 5.5L 8CIL 382HP AUT,AUT,6.68
2012,ROADSTER 4X4 2PTS 2.5L 5CIL 340HP MAN QUATTRO FSI TURBO,MAN,8.35
2012,ROADSTER 4X4 2PTS 2.5L 5CIL 340HP S TRONIC QUATTRO FSI TURBO,S TRONIC,8.66
2012,ROADSTER AMG 2PTS 6.2L 8CIL 563HP AUT,AUT,5.84
2012,ROADSTER JOHN COOPER WORKS 2PTS 1.6L 4CIL 211HP MAN TURBO,MAN,10.83
2012,RWD CHASIS 4PTS 2.4L 4CIL 114HP MAN DIESEL,MAN,8.76
2012,S 2PTS 3.4L 6CIL 310HP MAN,MAN,8.62
2012,S 2PTS 3.4L 6CIL 310HP PDK,PDK,8.57
2012,S 2PTS 3.4L 6CIL 320HP MAN,MAN,8.62
2012,S 2PTS 3.4L 6CIL 320HP PDK,PDK,8.57
2012,S 4X4 5PTS 4.8L 8CIL 400HP TIP QUATTRO,TIP,4.71
2012,S 4X4 5PTS 4.8L 8CIL 500HP TIP QUATTRO BITURBO,TIP,4.39
2012,S 4X4 5PTS 4.8L 8CIL 550HP TIP QUATTRO BITURBO,TIP,4.39
2012,S 5PTS 4.8L 8CIL 400HP PDK,PDK,7.02
2012,S HÍBRIDO 4X4 5PTS 3.0L 6CIL 380HP TIP QUATTRO,TIP,9.5
2012,S HYBRID 5PTS 3.0L 6CIL 380HP TIP,TIP,10.72
2012,SC 2PTS 5.0L 8CIL 510HP AUT,AUT,6.17
2012,sDrive20i 2PTS 2.0L 4CIL 184HP MAN TURBO,MAN,11
2012,sDrive20iA 2PTS 2.0L 4CIL 184HP AUT TURBO,AUT,11.15
2012,sDRIVE20iA 5PTS 2.0L 4CIL 184HP AUT TURBO,AUT,10.68
2012,sDrive35i 2PTS 3.0L 6CIL 306HP MAN BITURBO,MAN,7.77
2012,sDrive35iA 2PTS 3.0L 6CIL 306HP AUT BITURBO,AUT,8.13
2012,SE 4PTS 2.4L 4CIL 173HP AUT,AUT,8.58
2012,SE 4PTS 3.5L 6CIL 270HP CVT,CVT,9.53
2012,SEDAN 2PTS 4.0L 8CIL 420HP MAN,MAN,6.43
2012,SEDAN 4PTS 1.4L 4CIL 75HP MAN,MAN,10.69
2012,SEDAN 4PTS 1.5L 4CIL 106HP AUT,AUT,13.89
2012,SEDAN 4PTS 1.5L 4CIL 106HP MAN,MAN,14.33
2012,SEDAN 4PTS 1.6L 4CIL 100HP AUT,AUT,10.91
2012,SEDAN 4PTS 1.6L 4CIL 100HP MAN,MAN,12.37
2012,SEDAN 4PTS 1.6L 4CIL 101HP MAN,MAN,12.61
2012,SEDAN 4PTS 1.6L 4CIL 106HP AUT,AUT,13.7
2012,SEDAN 4PTS 1.6L 4CIL 106HP MAN,MAN,13.96
2012,SEDAN 4PTS 1.6L 4CIL 110HP AUT,AUT,9.31
2012,SEDAN 4PTS 1.6L 4CIL 110HP MAN,MAN,10.28
2012,SEDAN 4PTS 1.6L 4CIL 112HP AUT,AUT,11.44
2012,SEDAN 4PTS 1.6L 4CIL 112HP MAN,MAN,12.45
2012,SEDAN 4PTS 1.6L 4CIL 119HP MAN,MAN,12.55
2012,SEDAN 4PTS 1.6L 4CIL 120HP AUT,AUT,12.74
2012,SEDAN 4PTS 1.6L 4CIL 161HP AUT,AUT,9.79
2012,SEDAN 4PTS 1.8L 4CIL 125HP AUT,AUT,11.2
2012,SEDAN 4PTS 1.8L 4CIL 125HP MAN,MAN,11.04
2012,SEDAN 4PTS 2.0L 4CIL 140HP AUT,AUT,10.65
2012,SEDAN 4PTS 2.0L 4CIL 140HP MAN,MAN,10.65
2012,SEDAN 4PTS 2.0L 4CIL 148HP AUT,AUT,9.97
2012,SEDAN 4PTS 2.0L 4CIL 148HP MAN,MAN,10.75
2012,SEDAN 4PTS 2.0L 4CIL 150HP CVT,CVT,10.6
2012,SEDAN 4PTS 2.0L 4CIL 150HP MAN,MAN,10.6
2012,SEDAN 4PTS 2.0L 4CIL 160HP AUT,AUT,13.41
2012,SEDAN 4PTS 2.0L 4CIL 160HP MAN,MAN,12.55
2012,SEDAN 4PTS 2.0L 4CIL 245HP AUT TURBO,AUT,11.99
2012,SEDAN 4PTS 2.0L 4CIL 245HP MAN TURBO,MAN,11.73
2012,SEDAN 4PTS 2.2L 4CIL 185HP AUT,AUT,8.41
2012,SEDAN 4PTS 2.5L 4CIL 167HP AUT,AUT,10.15
2012,SEDAN 4PTS 2.5L 4CIL 167HP MAN,MAN,9.21
2012,SEDAN 4PTS 2.5L 4CIL 170HP AUT,AUT,10.3
2012,SEDAN 4PTS 2.5L 4CIL 170HP MAN,MAN,10.2
2012,SEDAN 4PTS 2.5L 6CIL 218HP AUT,AUT,8.42
2012,SEDAN 4PTS 2.5L 6CIL 218HP MAN,MAN,8.95
2012,SEDAN 4PTS 2.5L 6CIL 219HP AUT,AUT,9.83
2012,SEDAN 4PTS 2.8L 6CIL 204HP MULTITRONIC FRONT FSI,MULTITRONIC,9.48
2012,SEDAN 4PTS 3.0 6CIL 306HP MAN TURBO,MAN,9.79
2012,SEDAN 4PTS 3.0L 6CIL 258HP AUT,AUT,9.8
2012,SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO,AUT,20.34
2012,SEDAN 4PTS 3.0L 6CIL 306HP MAN TURBO,MAN,9.8
2012,SEDAN 4PTS 3.0L6CIL 326HP AUT BITURBO,AUT,7.79
2012,SEDAN 4PTS 3.2L 6CIL 260HP AUT,AUT,6.33
2012,SEDAN 4PTS 3.7L 6CIL 272HP AUT,AUT,6.65
2012,SEDAN 4PTS 3.7L 6CIL 327HP AUT,AUT,9.1
2012,SEDAN 4PTS 3.7L 6CIL 330HP AUT,AUT,8.92
2012,SEDAN 4PTS 4.0L 8CIL 420HP AUT,AUT,6.91
2012,SEDAN 4PTS 4.4L 8CIL 407HP AUT BITURBO,AUT,20.85
2012,SEDAN 4PTS 4.4L 8CIL 560HP AUT TURBO,AUT,7.72
2012,SEDAN 4PTS 5.6L 8CIL 420HP AUT,AUT,7.93
2012,SEDAN 4PTS 6.0L 12CIL 544HP AUT BITURBO,AUT,5.99
2012,SEDAN 4X4 4PTS 3.0L 6CIL 245HP S TRONIC QUATTRO TURBO DISEL,S TRONIC,11.7
2012,SEDAN 4X4 4PTS 3.0L 6CIL 300HP S TRONIC QUATTRO FSI TURBO,S TRONIC,9.34
2012,SEDAN 4X4 4PTS 4.2L 8CIL 372HP TIPTRONIC QUATTRO FSI,TIP,8.1
2012,SEDAN AWD 4PTS 2.0L 4CIL 150HP AUT (CVT),CVT,9.1
2012,SEDAN AWD 4PTS 2.0L 4CIL 150HP MAN,MAN,9.02
2012,SEDAN EX 4PTS 1.8L 4CIL 140HP MAN,MAN,11.05
2012,SEDAN LW 4X4 4PTS 4.2L 8CIL 372HP TIPTRONIC QUATTRO FSI,TIP,8.1
2012,SEDAN LWD 4X4 4PTS 6.3L 12CIL 500HP TIPTRONIC QUATTRO FSI,TIP,5.73
2012,SEDAN LX 4PTS 1.8L 4CIL 140HP MAN,MAN,11.05
2012,SEDAN M SPORT 4PTS 3.0L 6CIL 306HP AUT TURBO,AUT,7.9
2012,SEDAN M SPORT 4PTS 3.0L 6CIL 306HP MAN TURBO,MAN,7.81
2012,SEDAN SE WRX AWD 4PTS 2.5L 4CIL 265HP MAN TURBO,MAN,8.57
2012,SEDAN Si 4PTS 2.4L 4CIL 202HP MAN,MAN,9.59
2012,SE-R 4PTS 2.5L 4CIL 200HP MAN,MAN,8.52
2012,SH-AWD 4PT S3.7L 6CIL 305HP AUT,AUT,8.57
2012,SHELBY 2PTS 5.4L 8CIL 550HP MAN,MAN,8.15
2012,SPORT 3PTS 1.6L 4CIL 136HP MAN,MAN,11.6
2012,SPORT 4X2 5PTS 3.0L 6CIL 219HP AUT,AUT,8.54
2012,SPORT 5PTS 3.7L 6CIL 305HP AUT,AUT,8.81
2012,SPORT HSE 5PTS 5.0L 8CIL 375HP AUT,AUT,5.68
2012,SPORT SUPERCARGADA 5PTS 5.0L 8CIL 506HP AUT,AUT,5.52
2012,SPORTBACK 4X4 5PTS 2.0L 4CIL 211HP STRONIC QUATTRO FSI TURBO,S TRONIC,10.29
2012,SPORTBACK 4X4 5PTS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,S TRONIC,9.34
2012,SPORTBACK 4X4 5PTS 3.0L 6CIL 300HP S TRONIC QUATTRO FSI TURBO,S TRONIC,9.34
2012,SPORTBACK 4X4 5PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,S TRONIC,5.84
2012,SPORTBACK 4X4 5PTS 3.2L 6CIL 265HP STRONIC QUATTRO FSI,S TRONIC,7.38
2012,SPORTBACK 5PTS 1.4L 4CIL 125HP MAN FRONT FSI TURBO,MAN,12.98
2012,SPORTBACK 5PTS 1.4L 4CIL 125HP S TRONIC FRONT FSI TURBO,S TRONIC,12.63
2012,SPORTBACK 5PTS 1.8L 4CIL 160HP STRONIC FRONT FSI TURBO,S TRONIC,12.38
2012,SPORTBACK 5PTS 2.0L 4CIL 200HP STRONIC FRONT FSI TURBO,S TRONIC,11.03
2012,SPORTBACK 5PTS 2.0L 4CIL 211HP MULTITRONIC FRONT FSI TURBO,MULTITRONIC,10.29
2012,SPORTWAGEN 5PTS 2.5L 5CIL 0170HP DSG,AUT,9.28
2012,SPORTWAGEN 5PTS 2.5L 5CIL 170HP MAN,MAN,10.76
2012,SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,AUT,12.99
2012,SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,MAN,13.38
2012,SPYDER 2PTS 3.4L 6CIL 320HP MAN,MAN,8.62
2012,SPYDER 2PTS 3.4L 6CIL 320HP PDK,PDK,8.57
2012,SRT-8 2PTS 6.4L 8CIL 470HP AUT,AUT,6.53
2012,SRT-8 4PTS 6.4L 8CIL 465HP AUT,AUT,6.16
2012,SRT-8 4PTS 6.4L 8CIL 470HP AUT,AUT,6.16
2012,SRT-8 4X4 5PTS 6.4L 8CIL 465HP AUT,AUT,5.46
2012,SS 2PTS 6.2L 8CIL 426HP MAN,MAN,7.76
2012,SS CONVERTIBLE 2PTS 6.2L 8CIL 400HP AUT,AUT,6.89
2012,SS COUPE 2PTS 6.2L 8CIL 400HP AUT,AUT,7.86
2012,ST 2PTS 3.7L 6CIL 305HP MAN,MAN,8.17
2012,SUPER SPORT LWB 4PTS 5.0L 8CIL 510HP AUT,AUT,6.23
2012,SUPERCARGADA 5PTS 5.0L 506HP AUT,AUT,5.22
2012,SUPERSPORTS 4X4 2PTS 6.0L 12CIL 620HP TIP DOBLE TURBO QUATTRO,TIP,3.73
2012,SXT 4PTS 2.4L 4CIL 173HP AUT,AUT,7.98
2012,SXT PREMIUM 5PTS 3.6L 6CIL 283HP AUT,AUT,7.45
2012,TDI 4PTS 1.9L 4CIL 100HP MAN TURBO DIESEL,MAN,13.7
2012,TOLDO ALTO 3PTS DIESEL 3.0L 4CIL 129HP MAN,MAN,7.03
2012,TOLDO ALTO 5PTS 2.5L 4CIL 144HP MAN,MAN,6.35
2012,TOLDO ESTÁNDAR 5PTS 2.5L 4CIL 144HP MAN,MAN,6.35
2012,TOLDO ESTÁNDAR DIESEL 3PTS 3.0L 4CIL 129HP MAN,MAN,7.03
2012,TOURING 2WD 5PTS 3.5L 6CIL 253HP AUT,AUT,6.6
2012,TOURING 5PTS 3.5L 6CIL 250HP AUT,AUT,7.28
2012,TURBO AWD 5PTS 2.5L 5CIL 208HP AUT,AUT,6.71
2012,VAN 3PTS 2.7L 4CIL 149HP MAN,MAN,6.68
2012,VAN 5PTS 2.4L 4CIL 128HP MAN,MAN,7.72
2012,VAN 5PTS 2.5L 4CIL 99HP MAN DIESEL TURBO,MAN,7.88
2012,VAN CORTO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,MAN,10.29
2012,VAN LARGO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,MAN,10.29
2012,WAGON 4X2 5PTS 2.3L 4CIL 244HP AUT TURBO,AUT,8.49
2012,WAGON 4X2 5PTS 2.5L 4CIL 161HP AUT,AUT,9.92
2012,WAGON 4X2 5PTS 3.7L 6CIL 273HP AUT,AUT,8.28
2012,WAGON 4X4 5PTS 2.3L 4CIL 244HP AUT TURBO,AUT,8.05
2012,WAGON 4X4 5PTS 3.7L 6CIL 273HP AUT,AUT,7.69
2012,WAGON 5PTS 2.4L 4CIL 128HP MAN,MAN,7.88
2012,WAGON 5PTS 2.5L 4CIL 99HP MAN DIESEL TURBO,MAN,7.97
2012,WAGON FWD 5PTS 2.0L 4CIL 153HP AUT,AUT,13.39
2012,WRX SE AWD 5PTS 2.5L 4CIL 265HP MAN TURBO,MAN,8.7
2012,WRX STI AWD 5PTS 2.5L 4CIL 305HP MAN TURBO,MAN,7.84
2012,X 5PTS 2.5L 4CIL 170HP AUT,AUT,9.67
2012,xDrive 25iA 5PTS 3.0L 6CIL 258HP AUT,AUT,7.75
2012,xDrive 28iA 5PTS 3.0L 6CIL 258HP AUT,AUT,9.03
2012,xDrive 35i 5PTS 3.0L 6CIL 306HP MAN TURBO,MAN,8.91
2012,xDRIVE28iA 5PTS 2.0L 4CIL 245HP AUT TURBO,AUT,9.87
2012,xDRIVE35iA 5PTS 3.0L 6CIL 306HP AUT TURBO,AUT,15.6
2012,xDRIVE50iA 5PTS 4.4L 8CIL 407HP AUT BITURBO,AUT,12.58
2012,xDRIVE50iA SECURITY 5PTS 4.4L 8CIL 407HP AUT BITURBO,AUT,7.68
2012,XL 5PTS 1.8L 4CIL 160HP DSG TSI TURBO,DSG,11.43
2012,X-OVER 5PTS 2.0L 4CIL 150HP CVT,CVT,10.6
2012,X-OVER 5PTS 2.0L 4CIL 150HP MAN,MAN,10.6
2012,XRS 4PTS 2.4L 4CIL 158HP AUT,AUT,8.01
2012,XRS 4PTS 2.4L 4CIL 158HP MAN,MAN,8.01
2012,XS 5PTS 2.5L 4CIL 170HP AUT,AUT,9.67
2012,XSL 5PTS 2.5L 4CIL 170HP AUT,AUT,9.67
2012,XT 5PTS 2.5L 4CIL 224HP AUT TURBO,AUT,8.64
2012,XV AWD 5PTS 2.0L 4CIL 150HP AUT (CVT),CVT,9.1
2013,110 5PTS 2.2L 4CIL 122HP MAN DIESEL,MAN,7.29
2013,2.0i AWD 5PTS 2.0L 4CIL 147HP CVT,CVT,9.62
2013,2.0i-S AWD 5PTS 2.0L 4CIL 147HP CVT,CVT,9.62
2013,2/3PTS 1.0L 3CIL 101HP AUT TURBO,AUT,14.65
2013,2PTS 1.2L 4CIL 104HP MAN TURBO,MAN,13.38
2013,2PTS 2.0L 4CIL 200HP DSG TURBO,DSG,11.72
2013,2PTS 2.0L 4CIL 200HP MAN TURBO,MAN,11.32
2013,2PTS 2.5L 5CIL 170HP MAN,MAN,10.22
2013,2PTS 2.5L 5CIL 170HP TIP,TIP,10.36
2013,2PTS 2.7L 6CIL 265HP MAN,MAN,10.41
2013,2PTS 2.7L 6CIL 265HP PDK,PDK,10.83
2013,2PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,STRONIC,9.05
2013,2PTS 3.7L 6CIL 305HP AUT,AUT,7.65
2013,2PTS 3.7L 6CIL 305HP MAN,MAN,10.2
2013,2PTS 4.2L 8CIL 450HP STRONIC QUATTRO,STRONIC,7.43
2013,2PTS 5.0L 8CIL 412HP AUT,AUT,7.12
2013,2PTS 5.0L 8CIL 412HP MAN,MAN,7.12
2013,2PTS 5.5L 12CIL 510HP AUT TURBO,AUT,5.58
2013,2PTS 6.2L 8CIL 430HP AUT,AUT,7.55
2013,2PTS 6.2L 8CIL 430HP MAN,MAN,6.85
2013,2WD 4PTS 2.4L 4CIL 204HP AUT,AUT,10.3
2013,2WD 4PTS 3.5L 6CIL 280HP AUT,AUT,18.02
2013,2WD 5PTS 2.4L 4CIL 163HP AUT,AUT,9.38
2013,2WD 5PTS 3.5L 6CIL 235HP CVT,CVT,8.34
2013,2WD 5PTS 3.5L 6CIL 270HP AUT,AUT,6.49
2013,2WD 5PTS 3.5L 6CIL 278HP AUT,AUT,8.1
2013,2WD 5PTS 3.5L 6CIL 290HP AUT,AUT,8.38
2013,2WD 5PTS 4.6L 8CIL 310HP AUT,AUT,6.14
2013,2WD 5PTS 5.7L 8CIL 381HP AUT,AUT,5.83
2013,3/5 PTS 1.2L 4CIL 105HP MAN TURBO,MAN,14.64
2013,3/5PTS 1.2L 4CIL 105HP DSG TURBO,DSG,13.8
2013,3/5PTS 1.2L 4CIL 105HP MAN TURBO,MAN,14.16
2013,3/5PTS 1.4L 4CIL 135HP MAN,MAN,13.16
2013,3/5PTS 1.4L 4CIL 150HP DSG TURBO,DSG,13.4
2013,3/5PTS 1.4L 4CIL 180HP DSG TURBO,DSG,13.84
2013,3/5PTS 2.0L 4CIL 115HP MAN,MAN,12.01
2013,3/5PTS 3.0L 6CIL 320HP AUT TURBO,AUT,10.09
2013,3PTS 1.4L 4CIL 100HP AUT,AUT,12.84
2013,3PTS 1.4L 4CIL 122HP MAN FRONT FSI TURBO,MAN,14.24
2013,3PTS 1.4L 4CIL 125HP MAN FRONT FSI TURBO,MAN,12.98
2013,3PTS 1.4L 4CIL 125HP STRONIC FRONT FSI TURBO,STRONIC,13.7
2013,3PTS 1.4L 4CIL 90HP MAN,MAN,12.05
2013,3PTS 1.4L 4CIL122HP STRONIC FRONT FSI TURBO,STRONIC,13.92
2013,3PTS 1.6L 4CIL 122HP AUT,AUT,11.63
2013,3PTS 1.6L 4CIL 122HP MAN,MAN,13.81
